date R G B H S L Tot Rpc Gpc Bpc Rex Gex Bex nRGd nRBd nGBd
1_15_01_08_10_55 126.524682224429 125.46785551142005 119.16400794438927 102.42301018526727 11.480567600303079 48.43875946803512 371.1565456802383 0.34309672050164064 0.3385112014376679 0.3172977384416742 8.417500993048659 5.247020854021847 -13.664521847070507 0.006709424692291867 0.039544310084350116 0.03304449343819091
1_15_01_08_13_55 124.04893048659385 124.31836643495531 124.04997517378351 107.99296312019075 9.247728983067828 48.76324055143197 372.4172720953327 0.3325252766088372 0.33256069907746555 0.33326010177357807 -0.270480635551142 0.5378272095332671 -0.26734657398212514 0.0003424215910154157 -0.00013883764713174492 -0.0003726204175540496
1_15_01_08_16_55 131.83622889771598 129.15698560079443 127.4341271102284 113.14406854361657 6.7222922508074205 50.76163599898637 388.4273416087388 0.33907821219907597 0.3318893553329765 0.3290145575954776 7.081345084409136 -0.9563848063555114 -6.124960278053624 0.01059417995601873 0.015301602605576472 0.004745456867586686
1_15_01_09_10_55 120.7279880834161 126.15369116186693 127.7919632571996 179.25399216879518 10.270184891311855 49.02048708063321 374.6736425024826 0.32025769981352603 0.33670421785403903 0.3429879333759429 -12.48967825223436 3.7874309831181727 8.702247269116187 -0.024813179336678582 -0.03383253074655887 -0.008989877410512973
1_15_01_09_13_55 122.34343992055611 124.0921137040715 126.65875968222443 142.31888332992438 9.711929234295399 48.81916992815129 373.09431330685203 0.3259462645089634 0.3314988552711752 0.34135974616038745 -6.063993545183714 -0.8179721946375372 6.8819657398212515 -0.00798826107964876 -0.02213650659397837 -0.01404698683583558
1_15_01_09_16_55 124.40598411122144 131.17571648460773 132.63551439920556 134.8904164293542 6.80700479415868 50.6439466869204 388.21721499503474 0.31853262228200335 0.3380068957216804 0.34345799937690624 -14.999262661370407 5.30993445878848 9.689328202581926 -0.030241285598557367 -0.037966911633713275 -0.007775042266226358
1_15_01_10_10_55 125.00513257199603 123.98166434955313 126.92804270109235 191.01407349136048 11.896822298542572 49.13280876998378 375.9148396226415 0.33249044532119204 0.32777117262704536 0.33969518443583346 -0.899441906653426 -3.969846573982125 4.869288480635551 0.007357137698063288 -0.009837508862626862 -0.016779547267710967
1_15_01_10_13_55 125.45011767626613 124.95813902681232 122.27638579940417 85.37151492005574 8.4957287729856 48.70214527717127 372.68464250248263 0.33680467493077876 0.33460922847391666 0.3270255206301744 3.6657105263157894 2.18977457795432 -5.855485104270109 0.0038895384160610685 0.01571541165780455 0.011766418879302168
1_15_01_10_16_55 126.4782442899702 126.77908142999007 125.66057894736842 114.22582078731959 8.920277894460872 49.53928860719839 378.9179046673287 0.3332313088047452 0.33372567533147834 0.3320504637321487 0.5168282025819265 1.4193396226415094 -1.936167825223436 -0.0003365259397955476 0.003234913801620963 0.003648309612256264
1_15_01_11_10_55 123.58383614697121 126.31465094339623 126.31494587884806 119.16746887840104 7.698280803446506 49.22909194462185 376.2134329692155 0.3273416829627305 0.3352930520027666 0.3370291180652945 -5.4619245283018865 2.7305198609731876 2.731404667328699 -0.011638748515596197 -0.01388140033952988 -0.0022359960157169317
1_15_01_11_13_55 123.2534498510427 125.60655312810327 126.89546524329693 140.49766438530378 8.404265422666388 49.21498344918648 375.7554682224429 0.32648769296558805 0.33379963337305085 0.33944951576651344 -5.995118669314796 1.0641911618669315 4.930927507447865 -0.010996411436960436 -0.018523941281587047 -0.0074838784583362555
1_15_01_11_16_55 122.69742204568024 126.43653376365442 129.42953475670308 151.3712121170885 8.471610972858384 49.580513075138484 378.56349056603773 0.3218427097138765 0.33353774309082007 0.3442143833432926 -10.47122442899702 0.7461107249255213 9.7251137040715 -0.017842982910256558 -0.03263231347440464 -0.014911640610178871
1_15_01_12_10_55 125.68653326713009 126.25313853028798 122.9446052631579 112.03367372934255 8.582468130944031 49.01990293436193 374.884277060576 0.33586554899873367 0.33652843974282787 0.3273264680632412 2.1753227408143 3.875138530287984 -6.050461271102284 -0.000995228180009192 0.013273634452619813 0.014422104464612001
1_15_01_12_13_55 125.43425223435948 124.94162413108242 123.32254915590865 127.35542648637974 8.827500614050296 48.88925501879185 373.69842552135054 0.33652351611599396 0.3335583420202706 0.3294017565624602 2.6043311817279045 1.1264468718967229 -3.7307780536246278 0.004310757064875326 0.010929117664934443 0.006778229079463112
1_15_01_12_16_55 123.26143445878849 126.1206688182721 126.9492591857001 116.7827905175708 7.981733381215299 49.27988687033907 376.3313624627607 0.32573085826835063 0.3347567670431838 0.3386563667470612 -6.547059086395233 2.0306439920556105 4.516415094339623 -0.013613531550168536 -0.018481624300629985 -0.004813526738102483
1_15_01_13_10_55 120.02640863952334 128.245727408143 133.48383416087387 177.91622556147166 13.130425511371515 49.87057002940487 381.7559702085402 0.3095400565881792 0.3367297137390001 0.3537034173600605 -21.67674428997021 2.9812120158887785 18.69553227408143 -0.0431006487208254 -0.06675144565506992 -0.02397923816756596
1_15_01_13_13_55 123.90486494538233 126.16120804369415 127.88306107249255 164.00457467048827 10.932929591598038 49.456292131552225 377.949134061569 0.325261224490605 0.33351709315174494 0.34118742217740006 -6.234539225422045 0.5344900695134062 5.70004915590864 -0.013070007428845287 -0.023662071582587967 -0.010690514873042662
1_15_01_13_16_55 119.24894438927508 126.24549006951341 129.60329990069513 175.15636346110855 11.965196997374337 49.13548523083256 375.09773435948364 0.31442290260237893 0.3365025228597466 0.3488829161466531 -17.35090119165839 3.6387358490566037 13.712165342601788 -0.03464015704740776 -0.05095730315336693 -0.01685120376436503
1_15_01_14_10_55 124.10370258192651 124.75062760675273 124.81507149950347 125.45225456654089 9.458729426940208 48.935941741144994 373.66940168818275 0.33145097200539025 0.33295459090888985 0.33457904483312606 -1.3582939424031777 0.5824811320754717 0.7758128103277061 -0.0017743707954279515 -0.00351788326581781 -0.0015661265505115419
1_15_01_14_13_55 121.79548510427011 124.61759731876862 124.21718371400199 119.4500336951772 9.31097990408283 48.54718733570521 370.63026613704073 0.32590136937881925 0.3363620854294553 0.33601459881847096 -5.243810824230387 3.222525819265144 2.021285004965243 -0.014581794006151828 -0.013661529060119196 0.0009618384901093407
1_15_01_14_16_55 118.55697120158888 126.43955710029792 130.52666931479644 160.52182484275642 12.061239178627636 49.09611756916943 375.5231976166832 0.31113613081072916 0.3368816225312513 0.35144103514020775 -19.852284011916584 3.7954736842105263 16.056810327706057 -0.0404441667469354 -0.059881047502083354 -0.020192409141019257
1_15_01_15_10_55 125.83442651439921 128.082908142999 122.99410824230387 103.13445486639063 8.540816428928798 49.21082140701288 376.9114428997021 0.3335788699682772 0.34031011920825 0.3259863832198679 0.5918366434955313 7.337281529294936 -7.929118172790467 -0.010139795385217773 0.011836022191125228 0.022048718859206482
1_15_01_15_13_55 125.44786146971201 123.90999553128103 123.72471449851042 159.28608134936044 11.036645347472398 48.78238750316275 373.0825714995035 0.3375865375189652 0.33022012020367614 0.331652130758581 3.261012909632572 -1.3525849056603774 -1.9084280039721946 0.010953523073874498 0.009145476145971507 -0.001350405455744503
1_15_01_15_16_55 119.63790268123138 126.82115839126118 131.46190317775572 157.933168483935 11.985649784586636 49.4703001538229 377.9209642502483 0.31233344176125705 0.3346331254571131 0.3524301557223239 -19.00725620655412 2.542510923535253 16.464745283018868 -0.0352072559263164 -0.05913285632203229 -0.02448344849981537
1_15_01_16_10_55 132.7206638530288 125.46209731876861 118.27604468718967 134.33721627668697 14.94693333277542 49.02565911170904 376.4588058589871 0.36003414426259106 0.3306984581548565 0.30897842042291385 21.703185700099304 -0.07251390268123138 -21.630671797418074 0.0410101029815607 0.07599933595175068 0.03621739603635327
1_15_01_16_13_55 124.73086146971201 125.06629990069513 122.6923346573982 94.40140539925773 9.170147969423663 48.661339447397154 372.4894960278054 0.33415362216302147 0.3350100953508172 0.3284638892421924 1.7030883813306852 2.70940367428004 -4.412492055610725 -0.00012074629492139797 0.01051548586188065 0.010504703043792269
1_15_01_16_16_55 110.87421996027805 115.7174682224429 117.22929543197617 121.45732748360614 6.39857070492199 44.92870231906483 343.8209836146971 0.3203313819512215 0.33679269424489033 0.3428709585634297 -11.19832373386296 3.331421052631579 7.86690268123138 -0.02570153715555542 -0.034309974421035956 -0.008644558635576248
1_15_01_17_10_55 125.1752507447865 124.35445928500496 125.90107199602781 182.3780806757837 13.314759602227754 49.0687393149915 375.43078202581927 0.33325451231169245 0.3294214313887881 0.33729078916987515 0.09497020854021847 -2.3674041708043694 2.272433962264151 0.005460410893407206 -0.004724383819546842 -0.009897828769602794
1_15_01_17_13_55 124.41721996027805 126.26633813306852 125.17538083416088 61.1108867104866 5.657436146377555 49.16607492649841 375.85893892750744 0.3303071105248338 0.33584107322815043 0.3329312601446963 -2.607279046673287 2.9400754716981132 -0.3327964250248262 -0.007976214513045662 -0.00297109985907504 0.00497280355543377
1_15_01_17_16_55 117.8317542204568 126.04367080436941 133.06499404170805 195.46360258774905 12.700565127561038 49.38225976984991 376.9404190665343 0.3082996518040364 0.3343599202715458 0.3573016990267579 -23.445156405163853 1.1905933465739822 22.25456305858987 -0.04142993931942835 -0.07256996784045393 -0.03215374137940323
1_15_01_18_10_55 126.8717760675273 127.95257497517379 127.06926911618669 117.05982001333223 9.643523241609213 49.791727417879805 381.8936201588878 0.3325073701395348 0.334437841903335 0.3329827919329374 -1.278291956305859 1.9641047666335651 -0.685812810327706 -0.00395125186945268 -4.7007051943089125e-05 0.003769109934693022
1_15_01_18_13_55 123.8967408142999 126.37291559086395 126.91745283018868 147.95188411675616 7.9038807119860115 49.365341238779365 377.1871092353525 0.3275491489306126 0.3347169719674063 0.3376489734411317 -5.49688679245283 1.9316375372393246 3.5652492552135056 -0.010692469390665812 -0.014530643198587278 -0.0038255315579047754
1_15_01_18_16_55 123.20805362462761 125.3501688182721 129.27134756703077 156.47027570818574 8.389135559222925 49.5089046283835 377.8295700099305 0.32434826058546806 0.3309342445171904 0.3443644661010219 -8.205409136047667 -1.7790635551142007 9.984472691161868 -0.009931899908970036 -0.028744984190321714 -0.018874218599344607
1_15_01_19_10_55 129.1323013902681 127.28970804369415 119.94862462760675 66.60461524589267 8.3543908942577 49.03637994820443 376.37063406156904 0.3461033916810773 0.3387684867545224 0.3145749934674438 11.026270109235352 5.498490069513406 -16.52476017874876 0.010374606224413326 0.04799241823561319 0.03785438691238769
1_15_01_19_13_55 128.43023485600796 127.50775819265144 121.97048460774577 89.4642868989543 7.459633489167477 49.317684444179335 377.9084776564052 0.3414621899418414 0.3374321096513424 0.3209085802526402 7.38222691161867 4.614796921549156 -11.997023833167825 0.006005366567394818 0.031478375872129455 0.025465282210588566
1_15_01_19_16_55 122.21621052631579 125.93439870903674 128.06738679245282 156.64824582874704 10.175127718015478 49.26244455478464 376.2179960278054 0.3222308298090394 0.3343014137607279 0.34296279118804385 -9.569364448857995 1.5852000993048658 7.9841643495531285 -0.018210271034659865 -0.02965387752528662 -0.011620221232048753
1_15_01_20_10_55 128.31830933465739 128.8381623634558 121.84182522343595 35.063792272382834 6.735072293600763 49.23883044181383 378.9982969215492 0.34032305142315983 0.34331554137429926 0.31538821952277946 5.956631082423039 7.516190168818272 -13.47282125124131 -0.00375409532237929 0.039496341480694114 0.042934789035854105
1_15_01_20_13_55 125.69616633565045 121.04112363455809 123.78141211519365 168.78730505924037 11.046207922018576 48.59664846077363 370.5187020854022 0.340679223451864 0.32294682815183395 0.3356107905016039 6.569796921549156 -7.395331181727904 0.8255342601787488 0.026488890014784567 0.008324058325638595 -0.01793604811192508
1_15_01_20_16_55 123.37661221449851 125.42594935451837 124.40261618669315 100.95163944162792 8.813057186626665 48.86160309207378 373.20517775571005 0.3287828679301799 0.33544155485306226 0.3344930548752909 -3.0753411122144985 3.0726703078450845 0.0026708043694141015 -0.009903965157768245 -0.006740939673935779 0.003139129503524547
1_15_01_21_10_55 127.63708540218471 127.43039126117179 120.72513803376366 84.24688991783786 8.290655352045519 49.033226337214295 375.79261469712014 0.3405878908770796 0.3393051327382087 0.3200185950589689 7.118641509433962 6.498559086395233 -13.617200595829196 0.0017014028562259132 0.031517719544350516 0.02988374846419056
1_15_01_21_13_55 123.66333813306852 125.27145084409136 126.11420804369413 155.08742701826992 9.125684754380215 49.08968757910531 375.048997020854 0.3292670432334446 0.33316292605232956 0.3374543405455151 -4.058982621648461 0.7653555114200595 3.2936271102284014 -0.005758166189461444 -0.011597251042088553 -0.005683018660430201
1_15_01_21_16_55 120.25738282025819 125.98252234359484 128.98750943396226 152.85721480812765 11.651332448955316 49.120181377411896 375.2274145978153 0.3160223880852046 0.3351292965690933 0.34796400551647727 -14.455266137040715 2.7201524329692153 11.7351137040715 -0.030045322127066527 -0.04641882456184587 -0.01707253942935549
1_15_01_22_10_55 129.28312164846076 124.52578152929493 119.64998460774578 102.58672632568289 11.697548145901585 48.80693060342918 373.4588877855015 0.3518603477480686 0.3313916244641082 0.31535974576509723 14.390477159880835 0.11845680238331678 -14.508933962264152 0.028324821747009104 0.05338680455780592 0.025387953983746703
1_15_01_22_13_55 123.56089424031778 123.42351241310824 127.7513445878848 129.27040498393978 9.132329883587914 49.139422474058364 374.7357512413108 0.328319243035992 0.32650174285960193 0.3436437608792762 -4.053068520357497 -4.465214001986097 8.518282522343595 0.0032440139370316463 -0.021283667709558713 -0.02416065046524223
1_15_01_22_16_55 129.8928912611718 128.40331678252235 123.83577855014896 86.77106717470492 7.792941452380077 49.90982757949824 382.1319865938431 0.3410133039078162 0.33577435283135004 0.3227585200267721 7.546687189672294 3.0779637537239326 -10.624650943396226 0.00724216230019676 0.027441609918756795 0.02032727971141586
1_15_01_23_10_55 124.68811022840119 124.75768222442899 122.14357596822245 121.57920247159585 9.390557500823828 48.57870154020065 371.58936842105265 0.3364368665869096 0.33531327090685525 0.3276158009392768 2.4749622641509434 2.6836782522343596 -5.158640516385303 0.001659491004817115 0.013817776046514029 0.01225845304630266
1_15_01_23_13_55 126.20892005958292 123.83663257199603 122.51878997020854 120.94558333377265 8.667467191847539 48.78909087369203 372.5643426017875 0.34069626976599826 0.33089927079849907 0.32757973252625566 6.062417576961271 -1.0544448857994042 -5.007972691161867 0.014036315967247227 0.019430630605202462 0.005437967337864721
1_15_01_23_16_55 120.07682174776563 125.629546673287 131.0007442899702 167.094194485333 11.36369915159156 49.36601865373245 376.70711271102283 0.3153737644611913 0.33234163867635474 0.3518853913032183 -16.47664746772592 0.18152730883813306 16.295120158887787 -0.026836245167633666 -0.05350556523551465 -0.02708702953250781
1_15_01_24_10_55 122.51045431976166 124.58219910625621 124.39508639523336 119.8459810484552 8.871222524634565 48.632000993052394 371.48773982125124 0.32880561717719464 0.3349009885065888 0.33534205370204756 -3.9563768619662363 2.2588574975173783 1.697519364448858 -0.009069167076290869 -0.009131525426130844 -2.22258775766427e-05
1_15_01_24_13_55 128.8689716981132 129.59318421052632 128.74396623634559 17.574943202476476 1.4546643620988626 50.56707625052827 387.2061221449851 0.3331055819209765 0.33510980314091726 0.33105373113223535 -0.5992070506454816 1.573430486593843 -0.9742234359483615 -0.002950959460778211 0.0032814246888164013 0.006217327819140365
1_15_01_24_16_55 129.6309915590864 128.38371946375372 127.89373485600794 36.79772553410303 2.068007225909253 50.44928062385706 385.90844587884806 0.3370105085245575 0.33196201397685615 0.32905180719318367 2.984528798411122 -0.7572874875868918 -2.2272413108242306 0.007230038960031091 0.01169200084138278 0.004463162879736486
1_15_01_25_10_55 131.9624836146971 132.8411067527309 122.29370854021847 65.75726160739693 7.509435407431487 50.21749664115796 387.09729890764646 0.3428784328070818 0.3449271116715261 0.31219346247245905 8.790151936444886 11.426021350546177 -20.21617328699106 -0.0029954677048518613 0.047028509018992554 0.049999309730883276
1_15_01_25_13_55 134.64906951340615 130.15127855014896 125.81120258192651 107.87520140108332 11.102385841335757 50.96055902798269 390.61155064548166 0.3488538385360167 0.3341273805272475 0.3170158017913936 13.335657894736842 -0.1577149950347567 -13.177942899702085 0.02097639713543579 0.048394303436041904 0.027568569204642627
1_15_01_25_16_55 123.83557944389275 125.59050198609732 125.10662462760675 148.53682686950052 12.118322480567086 48.876579531509925 374.53270605759684 0.3304359785142794 0.33572460445028895 0.3336720883387147 -3.02596772591857 2.2387999006951342 0.787167825223436 -0.008767661686645386 -0.00353214926025397 0.004968842138074253
1_15_01_26_10_55 130.14373882820257 129.23023138033764 118.4718058589871 66.67952803695819 12.528972132237726 49.03480246120676 377.8457760675273 0.3478563765083516 0.34424320570491834 0.30772365512697547 12.585440417080436 9.844918073485601 -22.43035849056604 0.004809541396939379 0.062378559425588835 0.0577781899282576
1_15_01_26_13_55 126.23488182720953 124.93274975173783 121.81573286991062 135.60238766254432 10.402444415749816 48.623878244444775 372.98336444885797 0.3399989349918718 0.3343936637999571 0.32524990369193113 5.721281032770606 1.8148848063555114 -7.5361658391261175 0.008503353077238558 0.023199005816077003 0.01488995943932539
1_15_01_26_16_55 122.15726514399205 124.65530238331678 128.01307994041707 135.70087265659387 8.698668325558085 49.11147896099695 374.8256474677259 0.3231564294412324 0.3312522112938835 0.34447517257615656 -8.353852035749751 -0.859740317775571 9.213592353525323 -0.012143275108035185 -0.030468475105674984 -0.018446531611637722
1_15_01_27_10_55 124.34437189672293 125.82781628599801 125.51776415094339 112.4254957088986 7.728757472764505 49.12072512023374 375.68995233366434 0.33030754294569126 0.33430886222371564 0.33478379344238524 -2.6568366434955313 1.793496524329692 0.8633401191658391 -0.005542059903243559 -0.005587847823311371 -7.084037182224826e-05
1_15_01_27_13_55 125.93377706057596 124.52751241310824 125.37491509433963 139.6386890792831 8.919206711297013 49.12560605175339 375.83620456802385 0.3356405641399198 0.3296112487018231 0.3342606002671732 1.9651266137040715 -2.2536673286991062 0.28854071499503475 0.009429397080627754 0.003154840620463695 -0.00605780414217799
1_15_01_27_16_55 117.43549304865938 125.83925322740814 130.52262661370406 172.93040508637773 13.699095020896658 48.87953433805808 373.7973728897716 0.3083007268677663 0.3367420355937925 0.3544587271128642 -21.490893743793446 3.72038679245283 17.770506951340614 -0.04537029797479239 -0.06811001839554867 -0.024074873280921075
1_15_01_28_10_55 125.68346722939424 125.06342899702085 123.25571201588878 100.2275999290639 8.783868458766834 48.88960979029112 374.0026082423039 0.33628290369650066 0.3331630468580181 0.3286920832128118 3.047793445878848 1.1876787487586893 -4.235472194637537 0.005040272799221077 0.012761425565663995 0.00791547567354664
1_15_01_28_13_55 124.64275223435948 126.59330933465739 122.40650993048659 77.87779563696641 7.257358186051836 48.82117384193432 373.6425714995035 0.3334772152860833 0.3391808152325589 0.326761532543668 0.2856852035749752 6.137356504468719 -6.423041708043694 -0.008156663406238456 0.011127111080623303 0.019267808100645926
1_15_01_28_16_55 117.65477855014896 126.37942601787488 132.3191539225422 186.29841655938216 13.41242954241208 49.26937983137246 376.35335849056605 0.30760665346656485 0.335691730396829 0.3565521623140684 -23.389022840119164 2.78491956305859 20.604103277060577 -0.045039806758374684 -0.07258533125094432 -0.028914857070068984
1_15_01_29_10_55 125.15157398212513 126.56657000993049 124.1076186693148 102.34505908331157 7.31101634295899 49.11255077204954 375.8257626613704 0.3328007722741613 0.3363301083403356 0.33070923855537127 -0.37104071499503477 3.8739473684210526 -3.502906653426018 -0.00494755540340624 0.003969330003263017 0.008920459731769319
1_15_01_29_13_55 123.51795779543198 124.97522591857 127.84647815292949 164.43301589282945 8.913071126262318 49.298683431664074 376.33966186693146 0.3270903534719181 0.3308463393684117 0.3419203081537258 -5.785788480635551 -1.41398411122145 7.199772591857001 -0.005332504926961187 -0.02122213968798231 -0.015877184932264494
1_15_01_29_16_55 120.32288530287984 126.61861171797418 133.2198679245283 183.42315589426246 11.829457586732929 49.85776155149216 380.16136494538233 0.3131984143643194 0.33194660209496135 0.3547070192921405 -19.1927090367428 -0.30552979145978154 19.49823882820258 -0.029388482879201133 -0.06091121372898147 -0.03210214146769581
1_15_01_30_10_55 123.33178351539226 129.77324627606754 131.67695729890764 112.45602388460382 5.706212551402279 50.209794672589574 384.7819870903674 0.32019397368940816 0.33802498243231754 0.3417274192554069 -14.786636544190666 4.537751737835154 10.24888480635551 -0.027343867278692507 -0.03268468329182507 -0.005356318834841586
1_15_01_30_13_55 135.63620804369415 130.89817825223437 125.45514349553127 101.03033438940962 10.027870651239851 51.12003319898323 391.9895297914598 0.3507706254999988 0.3349963696682219 0.3142051994708587 14.919094339622642 0.7050049652432969 -15.624099304865938 0.022339038689242235 0.05547195749288817 0.033372421779398045
1_15_01_30_16_55 126.25800893743794 126.21877954319761 123.58518967229394 124.99487136010909 16.164751884529732 49.03067001577232 376.0619781529295 0.3384711704532377 0.33685549743979426 0.32448614243560314 2.7120486593843096 2.5943604766633563 -5.306409136047666 0.000687112845440261 0.023205515641424555 0.022196196170416186
1_15_01_31_10_55 136.6819761668322 131.35990417080436 124.88242105263159 30.147979499297143 7.5597061554264275 51.32444866327393 392.9243013902681 0.35209173811147637 0.3347678278998346 0.313102201616937 17.121627110228403 1.1554111221449852 -18.277038232373386 0.02453630964763862 0.05872239103043417 0.03440527399847985
1_15_01_31_13_55 129.69898758689175 128.62763853028798 122.12630685203575 110.38542681930454 13.661996014476808 49.423832875756375 380.4529329692155 0.34414881895423344 0.3394264863987587 0.31641178501506584 8.644029791459781 5.429982621648461 -14.074012413108242 0.006262106644951221 0.04339155737635595 0.03730322507950605
