cam;year;month;day;hour;min;r;g;b;h;s;v;tot;r_pc;g_pc;b_pc;r_ex;g_ex;b_ex;n_rg_d;n_rb_d;n_gb_d
1;16;1;4;13;55;127.651600297915;126.613556603774;119.24159285005;115.783971201589;11.1191708043694;0;373.506749751738;-1.06999060102733;-1.08375895216837;-1.14777930490349;9.44805114200596;6.33392005958292;-15.7819712015889;0.006699626706566;0.039380911389703;0.032567714029511
1;16;1;4;16;55;121.443658391261;126.568055114201;130.729261171797;180.529489572989;11.373587388282;0;378.740974677259;-1.14300686469794;-1.09794105313897;-1.0600263589664;-14.4099995034757;0.963190665342602;13.4468088381331;-0.022923460439488;-0.041690066012802;-0.018869239232639
1;16;1;5;10;55;125.10366633565;125.086961767627;126.57619265144;169.440046673287;10.1965307845084;0;376.766820754717;-1.10298481523881;-1.1081511639897;-1.08794748214369;-1.45582174776564;-1.50593545183714;2.96175719960278;0.002416491681225;-0.007374818898359;-0.009712634485058
1;16;1;5;13;55;123.891521350546;124.870083912612;127.377658887786;157.73392204568;10.0302606752731;0;376.139264150943;-1.11161379533457;-1.10699017820281;-1.07656391228205;-4.46470009930487;-1.52901241310824;5.99371251241311;-0.002927981043313;-0.017949517071407;-0.014981831130167
1;16;1;5;16;55;128.529926017875;127.619967229394;127.372854518371;135.334762164846;9.07045630585899;0;383.522747765641;-1.09494754759056;-1.10456235514322;-1.10111041516611;2.06703028798411;-0.662846077457795;-1.40418421052632;0.004757740095219;0.003111576269819;-0.001638539557065
1;16;1;6;10;55;125.242643992056;126.884894736842;119.006565044687;140.04701142006;12.5437651439921;0;371.134103773585;-1.0832861702665;-1.07202232494415;-1.14208323569565;4.59382820258193;9.52058043694141;-14.1144086395233;-0.00683113616693;0.031487908935722;0.038102746523111
1;16;1;6;13;55;128.133086395233;126.479430486594;120.917832671301;118.379472691162;10.7770655412115;0;375.530349553128;-1.07195695333313;-1.09098438569604;-1.13858437769841;8.868909632572;3.90794190665343;-12.7768515392254;0.009468036416667;0.033761160257523;0.024200163687513
1;16;1;6;16;55;125.483371896723;127.732384309831;132.105705561072;184.626184210526;10.749087388282;0;385.321461767627;-1.12643075010646;-1.10759968714206;-1.06743434801413;-8.8713460774578;-2.12430883813307;10.9956549155909;-0.009554444331241;-0.029558667236869;-0.020072644223445
1;16;1;7;10;55;125.86859632572;126.574904667329;123.819227904667;146.053958291956;10.6935412115194;0;376.262728897716;-1.09294246744312;-1.09050101183532;-1.11073565260036;1.34306007944389;3.46198510427011;-4.805045183714;-0.001710966988142;0.009742101459144;0.011475040785601
1;16;1;7;13;55;126.333439920556;124.129798907646;123.414413604767;131.717015888779;10.947039225422;0;373.877652432969;-1.08138331659842;-1.10654452222405;-1.10743153479096;5.12266732869911;-1.48825571002979;-3.63441161866931;0.012443411875834;0.013675212854162;0.001201054074362
1;16;1;7;16;55;120.231547169811;127.174510427011;129.408442899702;167.62642999007;12.0340605759682;0;376.814500496524;-1.14963164869846;-1.08652407501413;-1.06400296592973;-16.1198589870904;4.70903078450844;11.4108282025819;-0.032599974250551;-0.043390857023877;-0.010990109976748
1;16;1;8;10;55;127.216653426018;128.020898212512;126.517891261172;150.879296921549;10.4985158887786;0;381.755442899702;-1.10440628679005;-1.09336832825773;-1.1042682271516;-0.105482621648461;2.30725173783515;-2.20176911618669;-0.00555631033786;-1.87407651115979E-05;0.005572397527181
1;16;1;8;13;55;125.767604270109;126.30274428997;124.343285998014;145.061864448858;9.95152085402185;0;376.413634558093;-1.0996820141855;-1.09388872468983;-1.10761922150655;0.88917825223436;2.49459831181728;-3.38377656405164;-0.002887643186867;0.004071518213487;0.006888817001929
1;16;1;8;16;55;118.448561072493;126.536375372393;131.384200099305;188.045459781529;14.8233778550149;0;376.369136544191;-1.16641152361792;-1.09242436543061;-1.04336240110889;-21.023453326713;3.23998957298908;17.7834637537239;-0.03938626334618;-0.063254812325675;-0.024646456074783
1;16;1;9;10;55;126.876847567031;125.0367408143;122.527314796425;129.302797914598;10.4249354518371;0;374.440903177756;-1.07624994028502;-1.09873535085483;-1.11807851167215;6.18963952333664;0.669319265143992;-6.85895878848064;0.011733064577715;0.022274548546949;0.010536876091855
1;16;1;9;13;55;125.839024826217;125.159518867925;119.300229890765;111.022665839126;10.5339682224429;0;370.298773584906;-1.07354484726014;-1.08427832092899;-1.13739319178971;7.21830089374379;5.17978301886792;-12.3980839126117;0.005723661594872;0.033553801286799;0.02775738885909
1;16;1;9;16;55;122.881121151936;125.483019860973;126.255334160874;137.104964250248;9.58699702085402;0;374.619475173784;-1.11746277452602;-1.09544451405607;-1.08480523992877;-5.97611171797418;1.82958440913605;4.14652730883813;-0.011486693857857;-0.01680257569344;-0.005312679896978
1;16;1;10;10;55;123.987259682224;125.554562065541;122.761657398213;137.086391757696;10.7826772591857;0;372.303479145978;-1.09909789005329;-1.0879061037896;-1.1101520515589;-0.341700099304866;4.36020705064548;-4.01850695134062;-0.006057049043309;0.006083659522452;0.012126397045311
1;16;1;10;13;55;129.116293942403;124.373032770606;126.067226415094;161.059111717974;10.720642999007;0;379.556553128103;-1.07505329935684;-1.12288761091962;-1.10141103302934;7.79232869910626;-6.437454816286;-1.35487388282026;0.024612467917905;0.013709624290322;-0.010755057173145
1;16;1;10;16;55;123.715397219464;126.462238828203;126.638660377359;151.004408142999;9.32986246276067;0;376.816296425025;-1.11812320185099;-1.09399089204919;-1.08870434991738;-5.67010476663357;2.57042005958292;3.09968470705065;-0.012007144471949;-0.014641743966268;-0.002645069771203
1;16;1;11;10;55;126.516026812314;122.73209632572;127.191252234359;202.331055114201;12.9095372393247;0;376.439375372393;-1.08786389577607;-1.13142591338945;-1.07799016825107;3.10870506454816;-8.24308639523337;5.1343813306852;0.022554880716479;-0.004531868653009;-0.026698761630024
1;16;1;11;13;55;125.127787984111;127.586546673287;118.400280536246;66.328132571996;9.85354915590864;0;371.114615193644;-1.08533224190937;-1.06558885217026;-1.14907062024955;4.26874875868918;11.6450248262165;-15.9137735849057;-0.010286695997259;0.032907104193398;0.04291384652595
1;16;1;11;16;55;124.258868421053;127.435673783515;127.899075471698;163.723094836147;10.6233679245283;0;379.593617676266;-1.12006265543235;-1.09372936875554;-1.08421618537723;-6.81701241310824;2.71340367428004;4.1036087388282;-0.014078295798398;-0.018261114635278;-0.004321968921954
1;16;1;12;10;55;125.262476166832;125.117593346574;122.436998013903;127.856580933466;10.6204195630586;0;372.817067527309;-1.08843272469776;-1.09379800541315;-1.11404251277597;2.97036097318769;2.53571251241311;-5.50607348560079;0.0018446814877;0.013613441824108;0.011688801655024
1;16;1;12;13;55;126.904651936445;126.478718470705;123.83719612711;126.456804369414;9.67166931479643;0;377.22056653426;-1.08916639098417;-1.09651486878655;-1.11556426297655;3.49338927507448;2.21558887785501;-5.70897815292949;0.003640279177094;0.01326940910861;0.009622668167596
1;16;1;12;16;55;123.865365441907;126.203879841112;125.84788530288;158.734763654419;10.1150476663357;0;375.917130585899;-1.11356552153279;-1.09152692397282;-1.09279886491106;-4.32103426017875;2.69450893743793;1.62652532274081;-0.011839118308689;-0.010684197025597;0.001030626789129
1;16;1;13;10;55;122.847893743793;125.220894736842;122.584705064548;128.55664796425;11.2327974180735;0;370.653493545184;-1.10388379616593;-1.08426047890504;-1.10540547383971;-2.10981231380338;5.0091906653426;-2.89937835153923;-0.011382911817887;0.000888163169754;0.012068271374515
1;16;1;13;13;55;124.054354021847;124.598226415094;125.342460774578;131.75614796425;9.49928053624628;0;373.995041211519;-1.10274140095195;-1.10122607926387;-1.0888728547579;-1.83197914597815;-0.200361966236346;2.0323411122145;-0.000717400035376;-0.007211638913275;-0.006459219480489
1;16;1;13;16;55;123.325116186693;125.360349553128;127.493987586892;140.64859285005;9.33093396226415;0;376.179453326713;-1.11789550565268;-1.10055386261852;-1.07874717285301;-6.20410476663357;-0.098404667328699;6.30250943396226;-0.008885671017919;-0.01991193074905;-0.01101606965555
1;16;1;14;10;55;123.307929493545;125.954661370407;126.5034632572;151.897275074479;10.1898669314796;0;375.766054121152;-1.11785466943806;-1.09572059224508;-1.08704105419744;-5.84226564051639;2.09792999006951;3.74433565044687;-0.011240527480671;-0.015517267917158;-0.004242079769416
1;16;1;14;13;55;126.51961469712;123.880227408143;124.448908142999;168.666418073486;10.8066027805362;0;374.848750248262;-1.08403244130747;-1.11214884822145;-1.10245124114778;4.71009384309831;-3.20806802383317;-1.50202581926514;0.01457540068945;0.009449623032028;-0.004989036901912
1;16;1;14;16;55;125.193614200596;125.924438927507;128.330046176763;145.671808341609;9.42096722939424;0;379.448099304866;-1.11087737462859;-1.10732881699422;-1.07994310928958;-3.86725670307845;-1.67478252234359;5.54203922542205;-0.00202206123031;-0.015645191993318;-0.013602556251699
1;16;1;15;10;55;127.385228401192;127.27797020854;122.746708043694;115.583013902681;11.4157994041708;0;377.409906653426;-1.0869211821455;-1.08590670097343;-1.12933775667254;4.74577855014896;4.42400397219464;-9.1697825223436;-0.000847454468905;0.020866104722784;0.021661325240166
1;16;1;15;13;55;121.179468222443;124.878905163853;123.887716484608;158.734959781529;11.7877055610725;0;369.946089870904;-1.11857200219815;-1.08573760749404;-1.08986182762247;-6.40768520357498;4.69062562065541;1.71705958291956;-0.0180859003094;-0.015252865480862;0.002684586180609
1;16;1;15;16;55;120.410256703078;126.058378351539;130.338047666336;156.905167825223;12.029271102284;0;376.806682720953;-1.14768980211232;-1.09773286815198;-1.05569558691718;-15.575912611718;1.36845233366435;14.2074602780536;-0.025789652545349;-0.046615640670418;-0.021011193749778
1;16;1;16;10;55;130.446173783515;131.371949354518;131.976851042701;85.1136191658391;4.98515392254221;0;393.794974180735;-1.10108409410936;-1.09513769609301;-1.10151936044335;-2.45645283018868;0.320873882820258;2.13557894736842;-0.002980271777026;0.000209053119854;0.003181348331743
1;16;1;16;13;55;135.076405660377;131.214720953327;125.309847567031;93.1066271102284;11.1009275074479;0;391.600974180735;-1.05345948269006;-1.09075281711376;-1.15837379190968;13.6282428003972;2.04318867924528;-15.6714314796425;0.018657420014882;0.052302193216239;0.033807498412419
