cam;year;month;day;hour;min;r;g;b;h;s;v;tot;r_pc;g_pc;b_pc;r_ex;g_ex;b_ex;n_rg_d;n_rb_d;n_gb_d;flower
1;14;3;25;13;55;122.565574975174;125.641794935452;129.174620158888;182.22226067527302;10.6280009930487;0;377.381990069513;-1.12819789661076;-1.1021700922006699;-1.07104145935835;-9.68526514399206;-0.45660526315789496;10.14187040715;-0.012963236893462;-0.028579934849907;-0.015609179670104998;0
1;14;3;25;16;55;126.64814200595801;124.792814796425;128.815178252234;210.569997020854;8.45249801390268;0;380.25613505461797;-1.10293129545349;-1.1145165026193302;-1.08176571023901;-0.3117090367428;-5.877690665342599;6.189399702085401;0.0058100856092959995;-0.010618195202868;-0.016419790943716;0
1;14;3;26;10;55;125.44609533267099;128.28082720953302;127.815671797418;178.115374379345;11.0850556107249;0;381.542594339623;-1.11798014344605;-1.09085613894388;-1.09355318841388;-5.20430834160874;3.2998872889771604;1.90442105263158;-0.013527255811369;-0.012216598610395;0.001328109125571;0
1;14;3;26;13;55;124.75084309831199;127.179658887786;124.663304865938;147.860336643496;9.535103773584911;0;376.593806852036;-1.1070469369251599;-1.0864462057850501;-1.1076004435887;-2.3412775571003;4.94516981132075;-2.60389225422046;-0.010317155664956;0.00020923695992200003;0.010520082938891;0
1;14;3;26;14;47;121.016608738828;126.933108242304;124.212374875869;171.575265640516;10.4675034756703;0;372.16209185700103;-1.12703601067998;-1.0759869763555998;-1.09857756552817;-9.11226564051639;8.63723286991063;0.47503277060576;-0.025507826293942;-0.014306185645168001;0.011241387332416;0
1;14;3;27;10;55;123.686894736842;127.86191807348601;127.62544786494499;172.005844587885;11.299886792452801;0;379.174260675273;-1.12671069317579;-1.08758724495427;-1.08825873548521;-8.11357646474677;4.41149354518371;3.70208291956306;-0.019539271719628003;-0.019197687140306997;0.00034244138279699996;0
1;14;3;27;13;55;124.542782522344;126.14575719960301;125.85305312810301;160.027990069513;9.13777010923535;0;376.54159285005;-1.10880907635904;-1.09515278718131;-1.09656744057977;-2.9132452830188704;1.8956787487586901;1.01756653426018;-0.006791408154481;-0.006160753283776;0.000641807570903;0
1;14;3;27;16;55;117.135242800397;128.570851539225;124.28531529294901;158.27248709036698;11.391116683217499;0;369.991409632572;-1.15774286987829;-1.0533338633782;-1.09127168217656;-18.5856812313803;15.721144985104301;2.86453624627607;-0.05226819247821599;-0.033392998701855;0.018967935126835;0
1;14;3;28;10;55;124.51223485600799;128.145994538232;127.96790516385299;179.955986593843;11.1081221449851;0;380.62613455809304;-1.1233695604327099;-1.08922944748634;-1.0895850402959102;-7.08942999006951;3.81184905660377;3.27758093346574;-0.017014883749296997;-0.016872591027223;0.000155207791459;0
1;14;3;28;13;55;120.31847120158899;127.569072989076;134.254501489573;202.257300397219;14.4880690168818;0;382.142045680238;-1.16548707387451;-1.10028700363055;-1.04013166250889;-21.1866320754717;0.5651732869910621;20.621458788480602;-0.032626426264982994;-0.06246068612451;-0.0299780477324;0
1;14;3;28;16;55;118.108083912612;129.454605263158;122.116857994042;139.832612214499;10.9464404170804;0;369.67954716981103;-1.14731540015249;-1.04591295377451;-1.10929776665442;-15.355295431976199;18.6842686196624;-3.3289731876862003;-0.050588429880266;-0.01906207758865;0.031596479503116004;0
1;14;3;29;10;55;124.51225571003;127.873398212512;127.662087884806;181.625346573982;11.0616216484608;0;380.04774180734904;-1.12216589756817;-1.09000844049949;-1.09012730551632;-6.51097467725919;3.57245283018868;2.93852184707051;-0.016107571002946998;-0.016033545493678;9.06254434329063e-05;0
1;14;3;29;13;55;120.720061072493;127.527444389275;131.390763654419;189.245593843098;13.4978714001986;0;379.63826911618696;-1.15487014209051;-1.09405403795753;-1.05566504571095;-17.478085898709;2.94406405163853;14.5340218470705;-0.03052587706553;-0.049547499459098;-0.019168077105278;0
1;14;3;29;16;55;122.30031678252199;128.72308440913602;124.96191708043699;132.385214995035;8.50422989076465;0;375.985318272095;-1.12821564694164;-1.0686929737106;-1.10273111339237;-9.084367924528301;10.1839349553128;-1.09956703078451;-0.029732131478041;-0.012735901816483;0.016997261671404;0
1;14;3;30;11;55;121.716873386296;127.567509433962;130.949477159881;197.038528798411;12.6361444885799;0;380.233859980139;-1.1458943073639198;-1.09341266914269;-1.06399622629806;-15.0832398212512;2.46866832174777;12.6145714995035;-0.026148214766285;-0.040846417967305;-0.014681649723836;0
1;14;3;30;14;55;125.460307845084;127.01014895729901;127.608064548163;176.190053128103;9.94984508440914;0;380.07852135054605;-1.11094321105851;-1.09910119227484;-1.09096327078284;-3.69759781529295;0.9519255213505459;2.7456722939423996;-0.005928319952764;-0.009996508722007;-0.004092268554739;0
1;14;3;31;10;55;123.009313306852;126.764436444886;129.775901688183;196.01618123138002;11.2335183714002;0;379.54965143992104;-1.13080656601131;-1.0987083096753298;-1.07210800820628;-10.5217115193644;0.7436578947368421;9.77805362462761;-0.016013854879432;-0.029298979132491;-0.01327640802655;0
1;14;3;31;13;55;120.52397517378401;127.54901191658399;132.533124627607;199.787080933466;13.5019572989076;0;380.606111717974;-1.15634507689353;-1.09776068514099;-1.0501439413745;-19.0341861966236;2.04092403177756;16.993262164846097;-0.029261465261656003;-0.052937740404269996;-0.023742820381187;0
1;14;3;31;16;55;125.592221946375;127.19848510427;128.626357994042;166.022955809335;8.204836643495529;0;381.417065044687;-1.1135678774395101;-1.09975508763206;-1.08594149544525;-4.640399205561071;0.178390268123138;4.46200893743793;-0.006903108409918;-0.013802035233752;-0.006909677083255999;0
1;14;4;1;10;55;122.22043346574;128.077467725919;129.933190665343;192.73578798411097;12.111918570009902;0;380.23109185700105;-1.14118073123306;-1.08957071218785;-1.07191028773137;-13.569791459781499;4.00131132075472;9.56848013902681;-0.025727865944347;-0.03455992870735201;-0.008811258419995001;0
1;14;4;1;13;55;124.238878351539;128.72125471698098;127.21130486593799;171.476487090367;11.135239821251199;0;380.171437934459;-1.12227267055193;-1.0868917889714498;-1.09280505662503;-7.454802879841111;5.99232621648461;1.4624766633565;-0.017691583767569997;-0.014705416160809998;0.0029346079306790005;0
1;14;4;1;16;55;124.940374379345;126.354668818272;127.628266137041;190.25882025819303;9.10432423038729;0;378.923309334657;-1.1114432283697;-1.10146808888738;-1.08709323010637;-4.10218619662363;0.140697120158888;3.9614890764647503;-0.004994963590342;-0.012181020146463;-0.007192151857184001;0
1;14;4;2;10;55;125.134277060576;128.567624131082;126.767226415094;176.79051539225398;11.1673088381331;0;380.46912760675303;-1.1172289405306899;-1.0860109692717401;-1.09907304505262;-5.06629642502483;5.23374478649454;-0.167448361469712;-0.015621506965211002;-0.009132373769711;0.006537867349724;0
1;14;4;2;13;55;122.447085402185;129.237338133069;129.621788480636;174.697857994042;12.260180734856;0;381.306212015889;-1.14248010635568;-1.08571904701146;-1.07506778150989;-13.9649558093347;6.4058023833167805;7.55915342601787;-0.028385779548606;-0.03364858759294;-0.005326507520778;0
1;14;4;2;16;55;125.45504915590901;125.67225074478701;128.757306852036;196.483246276068;10.309343594836099;0;379.88460675273103;-1.11034255568137;-1.11084435751268;-1.07966046423651;-3.5194592850049706;-2.8678545183713995;6.387313803376371;0.000264080821223;-0.015315096722985;-0.015588186294216998;0
1;14;4;3;10;55;124.19928997020901;126.40871400198601;127.73290764647498;197.511349553128;11.235937437934501;0;378.340911618669;-1.11602846115721;-1.1007948550317;-1.08494665365819;-5.743041708043691;0.8852303872889771;4.8578113207547196;-0.007617232918683999;-0.015534823725790002;-0.007907679848468;0
1;14;4;3;13;55;126.155905660377;127.51026961271099;124.65511817279;176.48232522343602;10.771112711022802;0;378.321293445879;-1.09794080115865;-1.09298439011722;-1.1105097886570001;0.146423535253227;4.20951539225422;-4.35593892750745;-0.0024979312706139996;0.006267632862314;0.008736716726778;0
1;14;4;3;16;55;125.758603773585;125.09631231380301;125.66979890764699;195.304633565045;11.51459632572;0;376.524714995035;-1.0960611888177;-1.1090533309308;-1.0969287115136999;0.75109632571996;-1.23577805362463;0.484681727904667;0.006517438845141;0.000400033204252;-0.006173946213790999;0
1;14;4;4;10;55;122.666622641509;128.795847567031;121.24252532274099;139.334893743793;12.1264458788481;0;372.704995531281;-1.11257633895552;-1.06406635793054;-1.12638463781492;-4.705127606752731;13.6825471698113;-8.97741956305859;-0.024477036467192;0.006763420698135;0.031301748437855;0
1;14;4;4;14;8;126.574300893744;127.10086444885799;125.639050645482;178.213298907646;10.305055610724901;0;379.31421598808294;-1.09689944517904;-1.09851276786641;-1.10577747884505;0.40868669314796396;1.9883773584905702;-2.3970640516385298;0.0007545247302400001;0.004404732822869;0.0036369096718550003;0
1;14;4;4;17;8;125.814789473684;126.519015392254;126.649406653426;195.09658242303902;11.1909409136048;0;378.98321151936403;-1.10249398496878;-1.10328874291166;-1.0961337673153002;-1.53884309831182;0.573834657398213;0.9650084409136049;0.000280016585043;-0.0032454107855669997;-0.0035509541367600003;0
1;14;4;5;10;55;126.175026812314;125.97683316782499;124.449887785501;178.283892750745;11.2913589870904;0;376.601747765641;-1.0920339965996801;-1.10038662650669;-1.1082740499821002;1.9233326713008898;1.3287517378351499;-3.25208440913605;0.0036936356175330002;0.007950797757364;0.00418175481285;0
1;14;4;5;13;55;125.853587388282;127.479148460775;124.618586891758;156.177846077458;9.91667874875869;0;377.95132274081396;-1.09924480206683;-1.09088083952782;-1.11097716185305;-0.390560575968222;4.4861226415094295;-4.09556206554121;-0.004263374898504;0.005801824883966999;0.010042947679123001;0
1;14;4;5;16;55;125.460885799404;127.062819265144;124.58219066534299;181.998251737835;11.063456802383302;0;377.10589572989096;-1.100145399218;-1.09313555785524;-1.10845998997526;-0.723238331678252;4.08256206554121;-3.3593237338629596;-0.0036147800784850003;0.004090697255591;0.007683366543004001;0
1;14;4;6;10;55;121.18863505461799;128.331952333664;132.562715988083;204.63984806355498;14.341508440913598;0;382.083303376365;-1.15820690553384;-1.09371891903713;-1.05345933263994;-18.517398212512397;2.91255362462761;15.6048445878848;-0.032164935496061;-0.052269579479277004;-0.020066806943861;0
1;14;4;6;13;55;124.55966732869899;125.228536246276;130.124030287984;209.34810129096297;11.692986097318801;0;379.912233862959;-1.11624784825229;-1.11687315486393;-1.0691876576350898;-6.23323187686197;-4.22662512413108;10.459857000993098;0.00021821538304599999;-0.023546044466966;-0.023790908711961;0
1;14;4;6;16;55;128.57449900695102;128.200299900695;123.29554220456801;159.89434111221502;11.120965739821301;0;380.070341112215;-1.0872555980162801;-1.08936542951384;-1.1259621646961397;5.653155908639519;4.530558589870901;-10.1837144985104;0.001016201275183;0.019334988347617002;0.018229912261840998;0
1;14;4;7;10;55;123.35720903674299;131.040372889772;124.88723733863002;163.830051142006;13.3594165839126;0;379.284819265144;-1.13012638619414;-1.0626796972878398;-1.11219345021152;-9.21319215491559;13.836299404170802;-4.62310724925521;-0.033615214557715996;-0.009053959834315001;0.02472478676429;0
1;14;4;7;13;55;126.57034011916599;128.365525819265;129.59636693148002;187.53421102284;10.5493232373386;0;384.53223286991096;-1.11258009096604;-1.10236278136124;-1.0864745763961898;-4.82121251241311;0.564344587884806;4.2568679245283;-0.005148522709927;-0.013055942444052;-0.007925586899681;0
1;14;4;7;16;55;125.882312810328;126.82611469712;128.10119960278098;193.364382820258;11.2877328699106;0;380.80962711022795;-1.11269906717226;-1.10349884010829;-1.0859435373080601;-3.16268867924528;-0.331283018867925;3.49397169811321;-0.004653372094364;-0.013324741573402002;-0.008777724382007;0
1;14;4;8;10;55;126.454154419067;129.286329195631;128.321562065541;189.075560575968;11.961498510427;0;384.06204568023804;-1.11590885792861;-1.09150991314353;-1.09578570397689;-4.699582423038731;3.7969419066534305;0.902640516385303;-0.012208773423271998;-0.010108208089511999;0.0021742125171339997;1
1;14;4;8;13;55;127.319643992056;127.65053326713002;122.99975769612699;161.265101787488;10.9840263157895;0;377.969934955313;-1.08663089910659;-1.08936146341422;-1.12584824247032;3.98899702085402;4.98166484607746;-8.970661866931481;0.001287780276904;0.019582062229680997;0.018238920906982;1
1;14;4;8;16;55;127.085071499503;127.80859483614701;122.308911618669;163.31862611718;12.084590367428;0;377.20257795432;-1.086234965889;-1.08583652693908;-1.13074289079294;4.05263654419067;6.223206554121151;-10.275843098311801;-0.000326757606783;0.022273406199085;0.022546065362875;1
1;14;4;9;10;55;121.992085402185;129.457051142006;130.050463753724;191.421402681231;14.195663853028801;0;381.499600297915;-1.15049106639871;-1.08214555781965;-1.0730039626751;-15.5233440913605;6.8715531281032805;8.6517909632572;-0.034098344511062;-0.038785518811125;-0.0044996855745;1
1;14;4;9;13;55;127.823329195631;128.768821747766;127.285394240318;172.82418818272097;11.147880337636499;0;383.877545183714;-1.10155627358395;-1.09657562465618;-1.1043122502886;-0.4075575968222439;2.4289200595829197;-2.02136246276068;-0.0025515104407479996;0.001345888560679;0.0038678294538109998;1
1;14;4;9;16;55;125.217131082423;127.279493048659;124.893597318769;170.850330685204;12.4367944389275;0;377.390221449851;-1.11189560564795;-1.0888785352305799;-1.10310089751929;-1.73882820258193;4.4482576961271105;-2.70942949354518;-0.011547670469787;-0.0042468104810140005;0.007147121366023001;1
1;14;4;10;10;55;121.33724180734899;129.238872393247;129.812088381331;190.314348560079;13.8384513406157;0;380.38820258192703;-1.151887726953;-1.08105963958979;-1.07226819836418;-16.3764771598808;7.328414597815289;9.048062562065539;-0.035316464211019;-0.0397742388957;-0.004327552708336999;1
1;14;4;10;13;55;118.335797914598;128.543976166832;131.756992055611;191.99968570009898;16.3469220456802;0;378.63676613704104;-1.17692925170077;-1.08385668029088;-1.04807973034115;-23.629372393247298;6.995162363455809;16.6342100297915;-0.04655241337468499;-0.064193443315748;-0.017770477161823003;1
1;14;4;10;16;55;123.991928997021;127.318705561073;132.168101290963;193.308579940417;11.288358490566;0;383.478735849057;-1.1353885232568501;-1.10432494586332;-1.06192306225723;-11.502948857994001;-1.52261916583913;13.025568023833198;-0.015541139082488997;-0.03662186221136;-0.021155059448243998;1
1;14;4;11;10;55;123.95408937437901;129.654660377358;129.40218917577;187.071520854022;13.2590660377359;0;383.010938927507;-1.1347504852585402;-1.08681436955712;-1.0829436726516801;-11.148670804369399;5.95304220456802;5.195628599801389;-0.023945584567009997;-0.025913007450048996;-0.0018491374964579998;1
1;14;4;11;13;55;125.91780387288999;129.518653426018;126.06982571996001;156.701730883813;12.278016881827199;0;381.50628301886803;-1.11501040573397;-1.0833358891206701;-1.10587212190073;-3.7528714001986097;7.0496772591857;-3.29680585898709;-0.015884843921475;-0.004496131648757;0.011207919706821999;1
1;14;4;11;16;55;127.013660377358;126.727444885799;130.447923038729;193.268241310824;9.40753723932473;0;384.189028301887;-1.1109921506471798;-1.11102293796893;-1.07802155871247;-3.1480471698113197;-4.00669364448858;7.154740814299901;5.99950480035544e-06;-0.016475632923369;-0.016494128238323;1
1;14;4;12;10;55;121.701009433962;130.168600297915;128.184996027805;180.252690665343;13.615345084409098;0;380.05460575968203;-1.14300504087774;-1.07379256239686;-1.0875141646411501;-14.9515774577954;10.4511951340616;4.50038232373386;-0.034486684822082;-0.027727978480751;0.0068800212193559996;1
1;14;4;12;13;55;129.929844587885;130.400510923535;119.60642204568;128.140751241311;13.816534260178699;0;379.9367775571;-1.07210183508496;-1.07057863859729;-1.16236614855225;9.852756206554119;11.264755213505499;-21.117511420059603;-0.00079999071555;0.045004022989977;0.045686129139083;1
1;14;4;12;16;55;128.401802383317;128.54428450844102;121.941585402185;142.64516931479602;10.439263654419099;0;378.88767229394205;-1.0862484567542001;-1.0796180769038901;-1.13545329618824;6.317734856007941;6.745181231380339;-13.0629160873883;-0.0033167279696750002;0.024582008300012;0.027869713946898;1
1;14;4;13;10;55;131.041614200596;130.628124131082;119.207033763654;129.944970705065;16.031383813306903;0;380.876772095333;-1.06639207100985;-1.0708826750056;-1.17110475151045;12.248070506454802;11.0076002979146;-23.255670804369398;0.002171517736086;0.052171750623944996;0.049919965180742994;1
1;14;4;13;13;55;126.120001986097;129.041356504469;126.55841857001002;163.9485;12.399478152929499;0;381.719777060576;-1.11399166589697;-1.08495876050124;-1.1047551200956103;-3.35977110228401;5.404292452830191;-2.04452135054618;-0.014507160188861999;-0.004574917929751;0.009905442064986999;1
1;14;4;13;16;55;126.23120456802401;127.196323733863;129.15351241310802;184.31544041708;9.129889275074481;0;382.58104071499497;-1.11300926432404;-1.1011139108681298;-1.08569559816032;-3.88742701092354;-0.992069513406157;4.87949652432969;-0.005951495188775999;-0.013620348650796001;-0.007690308623914;1
1;14;4;14;10;55;123.29986941410101;128.636587884806;120.656627110228;151.177045183714;13.9284404170804;0;372.593084409136;-1.1056840048656102;-1.06385309731249;-1.13498840409279;-2.69347616683217;13.316679245283;-10.623203078450802;-0.020920019600195;0.014779256563731;0.035637718218265;1
1;14;4;14;13;55;127.364558093347;129.395362462761;123.82155461767599;149.880893743793;12.521611717974201;0;380.58147517378404;-1.09652644974027;-1.0787922574292401;-1.12845825527552;1.51219910625621;7.60461221449851;-9.11681132075472;-0.00889679390874;0.015927179790597;0.024726693342284;1
1;14;4;14;16;55;120.849896722939;127.43575322740801;124.82897815293;172.86163704071498;12.7351285998014;0;373.11462810327697;-1.13053901517941;-1.07309393293614;-1.0995367527561002;-10.5649379344588;9.192631578947369;1.3723063555114197;-0.028722705400453002;-0.015448120777717;0.013309075805562;1
1;14;4;15;10;55;127.212259682224;130.467908639523;121.340389771599;140.011119662363;15.254381330685199;0;379.020558093347;-1.09220460469533;-1.06348156113046;-1.15159078952149;2.61622095332671;12.383167825223401;-14.999388778550198;-0.014373595893003998;0.029626591519542996;0.043941440449088;1
1;14;4;15;13;55;124.697123634558;127.391128103277;124.69285898708999;155.53384409136;11.0712323733863;0;376.781110724925;-1.10648555005689;-1.08387709321744;-1.11150115209643;-2.6897398212512402;5.39227358490566;-2.70253376365442;-0.011304148581691003;0.002513481990967;0.013820994109129998;1
1;14;4;15;16;55;126.52484011916599;129.80359384309799;123.36741310824199;147.617685700099;9.88913058589871;0;379.695847070506;-1.10308680655505;-1.0721630597631;-1.1260310836210201;-0.12132671300893699;9.71493445878848;-9.59360774577954;-0.015455617042960999;0.0115446631101;0.026917185552810002;1
1;14;4;16;10;55;120.62784707050601;129.797673783515;128.41018917577;173.99218818272098;15.525782025819302;0;378.835710029791;-1.15364188744733;-1.0679446831224;-1.08629694697316;-16.9521688182721;10.5573113207547;6.394857497517379;-0.042748750478026;-0.033700359224465;0.009295879559373001;1
1;14;4;16;13;55;127.084850049652;130.61805759682198;123.95638232373399;139.903282025819;13.7567606752731;0;381.659289970209;-1.10488007142329;-1.07177523994372;-1.1297040985823201;-0.404739821251241;10.194882820258199;-9.79014299900695;-0.016558992107631;0.012439954032922999;0.028790249704957;1
1;14;4;16;16;55;123.592659880834;128.18082373386298;129.57927060576;182.875386295929;11.6116365441907;0;381.352754220457;-1.13372098012006;-1.09075187610257;-1.07790101349815;-10.574774577954301;3.18971698113208;7.38505759682225;-0.021480629440708998;-0.027766803600747996;-0.006396583601609;1
1;14;4;17;10;55;122.55897120158899;130.103824726912;125.124620655412;160.974439424032;15.464802879841098;0;377.78741658391294;-1.13249320407714;-1.0618991462167802;-1.11360787753369;-10.110502979146;12.5240575968222;-2.41355461767627;-0.035163848544471;-0.009400574461639;0.025871547697951;1
1;14;4;17;13;55;125.937275571003;130.993471698113;120.63844339622601;130.939859980139;15.631728897716;0;377.569190665343;-1.1014571758141203;-1.05407324210264;-1.15333654436963;0.24263604766633604;15.411224428996999;-15.653860476663402;-0.02368042036024;0.026022552277342;0.04937679174685599;1
1;14;4;17;16;55;124.02118619662399;128.31384409136;123.003516385303;159.67326017874902;14.0073694141013;0;375.338546673287;-1.1149809995720301;-1.07191750980167;-1.119324893917;-3.27498808341609;9.602985600794439;-6.327997517378349;-0.021531966253929998;0.002240486630343;0.023602156042153002;1
1;14;4;18;10;55;122.659656405164;129.767309334657;112.92248162860001;116.29321052631599;20.0056514399206;0;365.349447368421;-1.08945423408403;-1.02787951230968;-1.19381599376071;2.6295218470705097;23.9524806355511;-26.582002482621604;-0.030902880735995;0.054361545709929994;0.084317635422332;1
1;14;4;18;13;55;124.354266137041;129.447878351539;121.580966236346;140.104020357498;14.329776067527302;0;375.383110724926;-1.10495002380065;-1.06163632398966;-1.13881768970908;-2.3203123138033797;12.960524329692198;-10.640212015888801;-0.021632922626347;0.01692646563824;0.038480506060118;1
1;14;4;18;16;55;125.85544637537201;127.63048411122101;123.121928003972;160.927038232373;12.4896956305859;0;376.607858490566;-1.09677725240103;-1.08130807408918;-1.1251080660915602;0.958480635551142;6.283593843098309;-7.24207447864945;-0.0077449566246180004;0.014207296453634;0.021892246641858997;1
1;14;4;19;10;55;122.249851539225;129.977915590864;120.064696623635;139.612890268123;15.4757413108242;0;372.292463753724;-1.11452375578028;-1.04836981169719;-1.14394735636572;-5.54290913604767;17.6412830188679;-12.098373882820301;-0.033010772694531;0.014857681085333;0.04773215841977999;1
1;14;4;19;13;55;122.495193644489;129.20880089374398;120.600514399206;142.997517378352;14.7059404170804;0;372.30450893743796;-1.11258581241227;-1.0546150876333;-1.1385579724086299;-4.8189280039722;15.3218937437934;-10.5029657398213;-0.028949474099668;0.013166169430003;0.04199969997247201;1
1;14;4;19;16;55;122.00700595829201;129.796448857994;119.542911618669;140.237219960278;15.378197616683199;0;371.346366434955;-1.11443824167838;-1.04683783524713;-1.14558231904918;-5.325348560079441;18.042980139026803;-12.717631578947401;-0.03374209445115;0.01581137532558;0.049357488022477004;1
1;14;4;20;10;55;122.687775074479;129.528098808342;118.993208043694;133.738311817279;15.650523833167801;0;371.209081926514;-1.1073410520825;-1.0485256080837901;-1.15069330653597;-3.14575670307845;17.375214498510402;-14.229457795432;-0.029449246515877006;0.022125418727464;0.051353175797239005;1
1;14;4;20;13;55;124.361195630586;130.597417576961;126.154175769613;152.62026017874902;13.845714001986101;0;381.11278897716005;-1.1244398427483;-1.06756866173491;-1.11329128889992;-8.02920208540218;10.6794637537239;-2.65026166832175;-0.028361598188491998;-0.005546341085892;0.022827344296499998;1
1;14;4;20;16;55;124.59274031777599;127.113571996028;125.790565541212;175.781527308838;13.3356047666336;0;377.49687785501504;-1.1161933918220401;-1.08670303658439;-1.10164527790655;-3.71865690168818;3.8438381330685196;-0.12518123138033802;-0.014741473065145;-0.007227318625449001;0.007483836700973001;1
1;14;4;21;10;55;122.045258192651;130.242878351539;116.856250744787;127.342710526316;17.966596822244302;0;369.144387288977;-1.106937799087;-1.03513734966889;-1.1685460325368602;-3.0086127110228396;21.5842477656405;-18.5756350546177;-0.035867417544501;0.031250273543201;0.066684202344103;1
1;14;4;21;13;55;122.38643197616699;131.593980139027;118.185126613704;125.314284508441;17.1107358490566;0;372.165538728898;-1.11225866684109;-1.0329364870175202;-1.1640879594033102;-5.00624280039722;22.616401688182698;-17.6101588877855;-0.03951571531864;0.025871503494102;0.06519168023555;1
1;14;4;21;16;55;121.661420556107;130.523809831182;117.62383366434999;129.484894240318;18.049359980139002;0;369.80906405163904;-1.1118292088811101;-1.03474516808766;-1.16444747807136;-4.82480238331678;21.7623654419067;-16.937563058589898;-0.03844810532225;0.026593624709438997;0.064708737788805;1
1;14;4;22;10;55;123.390173783515;130.697486097319;118.592483614697;126.854089374379;16.7995307845084;0;372.680143495531;-1.1052328759928798;-1.04088630577161;-1.16272359370196;-2.5096221449851;19.412314796425;-16.9026926514399;-0.032113794658598996;0.028860121650506002;0.06072505540426999;1
1;14;4;22;13;55;123.31378649453801;129.57045630585898;124.657597815293;153.57758142998998;14.1686678252234;0;377.54184061569;-1.1192726295723798;-1.06468790690649;-1.12101673727045;-7.60048113207547;11.169528301886801;-3.5690471698113195;-0.027226485082997;0.0008875146622480001;0.028120751394239998;1
1;14;4;22;14;7;124.222608242304;129.719448857994;123.030518867925;145.231809831182;14.1346092353525;0;376.972575968222;-1.1098242758966101;-1.06236672503828;-1.13275974940675;-4.30475124131082;12.1857706057597;-7.881019364448861;-0.023676892369387997;0.011506248237864999;0.035129278428665;1
1;14;4;22;17;7;130.080997517378;129.85651737835198;120.60277060576;110.311501489573;10.7346668321748;0;380.54028550149;-1.0753092058884102;-1.07251695614404;-1.1540942873531599;9.702707050645481;9.02926663356505;-18.7319736842105;-0.001401072584976;0.039298019275466;0.040641760967598;1
1;14;4;23;10;55;119.632705561073;130.858335650447;126.531867924528;162.046926514399;17.156147467725898;0;377.022909136048;-1.15543703983632;-1.05329835230953;-1.10158221597363;-18.1247924528302;15.552097815293;2.57269463753724;-0.050871871562949006;-0.026871908424761;0.02414845931024;1
1;14;4;23;13;55;123.366969215492;129.077854518371;126.07469761668301;151.408733862959;12.9617591857001;0;378.51952135054603;-1.12257775136272;-1.07062551035332;-1.1106353634006398;-8.4186137040715;8.71404220456802;-0.29542850049652397;-0.025917242958489;-0.005970769231380999;0.019973415945856002;1
1;14;4;23;16;55;126.849501986097;129.372567030785;121.061986593843;128.054088877855;13.2557691161867;0;377.28405561072503;-1.08957524275859;-1.06532718089878;-1.14871626938101;3.2644503475670295;10.833645481628599;-14.0980958291956;-0.01212453011547;0.029551999022586;0.04158175018776;1
1;14;4;24;10;55;117.529906653426;130.934466236346;127.62462810327699;163.704327706058;17.930556107249302;0;376.089000993049;-1.1725640004157099;-1.04825746941732;-1.0907581872858199;-23.4992810327706;16.7143977159881;6.78488331678252;-0.061829046759687;-0.04077398846654899;0.021259352801973;1
1;14;4;24;13;55;128.040861469712;130.972504965243;121.33540119165801;131.782147467726;15.1677457795432;0;380.348767626614;-1.0919839448762099;-1.05934626276823;-1.1556993943980702;3.77381678252234;12.5687472691162;-16.3425640516385;-0.016292924780659;0.031762710482;0.047936102747006;1
1;14;4;24;16;55;130.484929493545;128.354147467726;122.52925223435899;131.105746772592;11.156989572989099;0;381.368329195631;-1.07426540353071;-1.08520854912543;-1.14263108629145;10.086459285004999;3.69411320754717;-13.7805724925521;0.005448367030017;0.034095012215279004;0.028616993820987004;1
1;14;4;25;10;55;122.944078947368;131.05088430983102;120.82951688182699;132.273059086395;16.5785347567031;0;374.824480139027;-1.11448860273848;-1.04209110340163;-1.15160693017628;-5.99224329692155;18.3281727904667;-12.335929493545198;-0.03608752299268;0.018505453797397996;0.054459019458179;1
1;14;4;25;13;55;124.441673783515;130.87638530288;122.13929145978202;133.695230387289;14.809057100297899;0;377.457350546177;-1.10934639565923;-1.05192154256749;-1.14448510541845;-4.132329195630589;15.171805362462802;-11.039476166832198;-0.028630153561839;0.017548056202996997;0.046066125887028;1
1;14;4;25;16;55;129.035985600794;128.577560079444;122.014126613704;129.944724925521;12.506933962264199;0;379.62767229394206;-1.0795730344699201;-1.0771395722336399;-1.14631792367758;7.480284508440911;6.10500794438928;-13.5852924528302;-0.0012248346788739997;0.033316656933701;0.034473430548191;1
1;14;4;26;10;55;124.80965590863998;130.581301390268;120.98027507447901;132.106627110228;15.8476410129096;0;376.371232373386;-1.10284581319189;-1.05043829995325;-1.15381940281917;-1.94226464746773;15.372671797418098;-13.430407149950302;-0.026139785400209;0.025459432971339003;0.051433949173096995;1
1;14;4;26;13;55;124.584069016882;129.75476514399202;122.796305362463;136.140424528302;14.761037239324699;0;377.13513952333705;-1.10625535219491;-1.05925928750024;-1.14005938501141;-3.3829324726911603;12.1291559086395;-8.74622343594836;-0.023444426599019;0.016882840050093998;0.040232493847885;1
1;14;4;26;16;55;125.74806703078501;127.869027308838;121.673591857001;138.578472691162;14.8402070506455;0;375.290686196624;-1.09177163436826;-1.0701277617778702;-1.1436264413933501;1.9535148957298898;8.31639572989077;-10.2699106256207;-0.010824734376678;0.026243890685781004;0.036930413994067;1
