cam;year;month;day;hour;min;r;g;b;h;s;v;tot;r_pc;g_pc;b_pc;r_ex;g_ex;b_ex;n_rg_d;n_rb_d;n_gb_d
1;15;1;2;16;55;130.314691161867;131.573034260179;124.517198113208;118.362844587885;14.3311360476663;0;386.404923535253;-1.08483003780444;-1.06895387880362;-1.15226127083742;4.53914995034757;8.31417924528302;-12.8533291956306;-0.008338435561703;0.033326250940795;0.041832971522556
1;15;1;3;10;55;126.355284508441;126.739565541212;116.896969712016;103.668562562066;14.7427636544191;0;369.991819761668;-1.06664917088857;-1.06522002067411;-1.16252401653918;9.07403376365442;10.2268768619662;-19.3009106256207;-0.00161628469371;0.053085843348826;0.054891867885998
1;15;1;3;13;55;124.816456802383;123.947530287984;123.902736842105;120.900335153923;10.1143013902681;0;372.666723932473;-1.0903476829699;-1.10272354108261;-1.09731127127854;1.78264647467726;-0.824133068520358;-0.958513406156902;0.005920867139357;0.004569159561637;-0.001288583315645
1;15;1;3;16;55;92.8632919563059;101.232003972195;101.555667825223;152.900048659384;14.7904761668322;0;295.650963753724;-1.17797552217915;-1.07028094490367;-1.06321016977965;-17.0610878848064;8.04504816285998;9.01603972194638;-0.053246598672398;-0.056739776497531;-0.003513909372593
1;15;1;4;10;55;123.002005958292;126.596526315789;128.59565938431;184.270490566038;12.0004031777557;0;378.194191658391;-1.13068029404585;-1.0975120415557;-1.07437490354645;-9.18817378351539;1.59538728897716;7.59278649453823;-0.01675182259186;-0.027941385580392;-0.011249014495685
1;15;1;4;13;55;121.25007000993;124.82246673287;129.46740019861;162.05678897716;12.0668897715988;0;375.53993694141;-1.14410907476543;-1.10446575426653;-1.05514796599173;-11.7897269116187;-1.0725367428004;12.8622636544191;-0.019890510315282;-0.044424623640255;-0.024719883260828
1;15;1;4;16;55;124.325544190665;127.056673783515;127.805144985104;140.118796921549;9.21268768619662;0;379.187362959285;-1.1184809432671;-1.09361185100131;-1.08575028038119;-6.21073038728898;1.98265839126117;4.22807199602781;-0.012794330087665;-0.016309976470216;-0.003539803553748
1;15;1;5;10;55;120.988821747766;126.600645481629;132.819746276068;166.030248758689;9.53473783515392;0;380.409213505462;-1.14747127827807;-1.10169025825847;-1.05094229109155;-17.4427482621648;-0.607277060575968;18.0500253227408;-0.022922473239712;-0.048201314931759;-0.025353220618136
1;15;1;5;13;55;130.226737835154;128.530281529295;121.933394240318;79.6690243296922;8.62967974180735;0;380.690413604767;-1.068799217129;-1.08497279561061;-1.14612159381981;9.98979990069513;4.90043098311817;-14.8902308838133;0.008080035101904;0.038604222492136;0.030544182384062
1;15;1;5;16;55;123.8402224429;127.268015888779;128.116223435948;129.471683217478;7.35278699106256;0;379.224461767627;-1.12017719505598;-1.0908654504389;-1.08688711113143;-7.70379443892751;2.57958589870904;5.12420854021847;-0.014973778988672;-0.016866773835826;-0.002002492753808
1;15;1;6;10;55;131.349235849057;131.050058589871;127.278007447865;40.2380094339623;4.97083813306852;0;389.677301886792;-1.08371551043688;-1.08826257036215;-1.12603449777191;4.37040566037736;3.47287388282026;-7.84327954319762;0.002269868609591;0.021114602824693;0.018864492626896
1;15;1;6;13;55;128.719024826216;128.695309831182;131.182202581927;166.075258192651;6.94324180734856;0;388.596537239325;-1.10413332802917;-1.10581684503931;-1.08867337290483;-2.43946276067527;-2.51060774577954;4.95007050645482;0.000827047613158;-0.007741937551602;-0.008581202023364
1;15;1;6;16;55;116.185034260179;125.604061072493;131.216747765641;189.789631082423;15.4450064548163;0;373.005843098312;-1.17965535884615;-1.08757212212793;-1.03133861842327;-24.4507403177756;3.80634011916584;20.6444001986097;-0.05355740195008;-0.078930586065448;-0.027705379200625
1;15;1;7;10;55;121.640169314796;124.639359483615;127.321589374379;129.147436444886;10.1389677259186;0;373.60111817279;-1.12578136244917;-1.09984383727736;-1.0701796384458;-8.68061022840119;0.316960278053625;8.36364995034757;-0.013785612683585;-0.028105683446384;-0.014243660485306
1;15;1;7;13;55;126.949930486594;125.43909285005;123.227473187686;121.102162363456;10.3307775571003;0;375.61649652433;-1.08132169105827;-1.10023432668052;-1.11608088985615;5.23329493545184;0.700782025819265;-5.9340769612711;0.009558833333559;0.018632740358949;0.009199842632581
1;15;1;7;16;55;125.18271449851;126.924131578947;128.151798411122;130.874383813307;9.02143296921549;0;380.25864448858;-1.11327120349861;-1.09843299910232;-1.0838005276562;-4.71050099304866;0.513750248262165;4.19675074478649;-0.007998756266718;-0.014744989951442;-0.006741736659297
1;15;1;8;10;55;126.52061817279;125.468608738828;119.183770109235;105.817102284012;12.0169657398213;0;371.172997020854;-1.06764527746871;-1.08195862402075;-1.13995415008056;8.38885749751738;5.23282919563059;-13.621686693148;0.006907247081148;0.039497681396959;0.03282024731125
1;15;1;8;13;55;124.049145978153;124.322228897716;124.054783515392;113.872827209533;9.95495580933466;0;372.426158391261;-1.09707182128585;-1.09813649350644;-1.09565371280702;-0.278720456802383;0.540528301886792;-0.261807845084409;0.000430703464247;-0.000213504765304;-0.00051292644237
1;15;1;8;16;55;131.833242800397;129.164546176763;127.432858490566;119.040854518371;8.53066931479643;0;388.430647467726;-1.08287055512967;-1.10413856631472;-1.11346951477795;7.06908093346574;-0.937008937437934;-6.13207199602781;0.010642761160172;0.015304427059323;0.00469829156436
1;15;1;9;10;55;120.733812810328;126.160801390268;127.809202581927;179.512353525323;11.7703560079444;0;374.703816782522;-1.13821433252279;-1.09053322152285;-1.07083743884992;-12.5023783515392;3.77858738828203;8.7237909632572;-0.024781963386121;-0.033967651942074;-0.00915037134141
